minx,miny,maxx,maxy
-1.696724558545327,37.34574207880432,-1.6494667526476405,37.38902029403995
-2.5017295364146435,36.816270249000056,-2.375860259356415,36.97793617419721
-3.2094155738342636,36.74452573300003,-3.073832631732188,36.80015307729677
-3.572110915227256,36.699243746734155,-3.472367248978145,36.77486005517481
-5.005904341102223,36.45667068041898,-4.812845789043223,36.54951833620878
-5.194527387977189,36.4070622027087,-5.078377509812242,36.477936256087204
-5.464546917140808,36.11050039300001,-5.32677675899015,36.232819121469035
2.929886692904688,43.05240793811332,4.537642475717092,43.919342559665026
2.9419472922566854,42.99998993254444,3.0770339755105454,43.06614431747754
3.0069863741670417,42.87901829369888,3.056081576000139,42.96699875307833
2.6752480818994684,42.23072850805532,3.317718946000184,42.900299588043694
2.9786659980638888,41.778762148120094,3.235687696000184,42.190338608164566
-0.5465049255881809,38.304311221210284,-0.3572358255862298,38.45340017685247
0.44302154266989646,40.68907684621031,0.7378173024594048,40.88045095810257
0.5345253645143373,40.57548363320289,0.6427695754774447,40.66690115227955
0.3529824127315351,40.326856340223955,0.512728001499795,40.581647211896
0.18682037853460542,40.22409178520978,0.33362550684216785,40.34468433815577
-0.1600058482778195,38.53028891779702,-0.018610030417221424,38.67825367159391
0.7589882640280337,40.86488714773914,2.9538488487281427,41.96694994561015
-0.3130331134952655,39.98744113635611,0.1718836799392136,40.1335270370558
-70.747310480551,41.94483856550691,-70.63022849719579,42.00471853622746
-74.01691646999981,40.699286200000145,-73.91665605399982,40.87750885600009
112.29702550092031,66.38551243366301,112.36518153414477,66.43003591719672
118.29595112764787,63.27325653371035,118.37377532130006,63.29722341903987
113.91919344803773,62.4861960501088,114.07460551253126,62.56404461598994
129.593998110036,61.964003652599374,129.82738865532747,62.16409350820125
129.0828163650936,61.46510230343601,129.2053183387464,61.53242846150236
114.90757234994135,60.697621809738095,114.99652931611223,60.73867838955631
102.80962300264787,57.9974997014245,102.88764249437537,58.04868817462939
102.6319863792013,57.963735049335284,102.69862894687441,58.00923513765012
102.75141989454943,57.884755557147955,102.83217387159414,57.96480154403993
97.47724995577278,57.40929168996031,97.56620707115673,57.46492355882275
103.92070711070636,57.10084443774561,103.98734965356357,57.143024200290014
124.89263081514775,56.80934059259583,124.97270109802338,56.89834638043281
105.74126376850626,56.76317357665944,105.94262301097154,56.8137517393525
104.12056051582692,56.52052218853548,104.23168558689798,56.58723792291654
114.79653714752794,56.317934366666876,114.95209574328817,56.398419704891054
101.6543496076427,56.279555412441724,101.8098593702835,56.365143339002756
101.8431190963986,56.24085914974005,101.94472261986516,56.30867350205766
96.07671286213662,56.209462638054006,96.12196869421967,56.265118926463614
97.1883340107529,56.13060516652281,97.24403910668445,56.187335718727766
101.14155661245871,56.08668426890263,101.23222260849298,56.15401040909343
111.71929097139775,56.118910830585335,111.79711517574111,56.14285330185241
99.36460347393876,56.065053408808794,99.41039651809541,56.11013838477574
99.63247458593696,56.06505340871037,99.69916605955592,56.107330830266775
97.76470122116984,55.93170382960618,97.87895114115133,56.02070974509944
97.95493557995871,55.890321977885336,98.1108848069286,55.96121258166521
109.27519919139081,55.596572015850896,109.36498636633206,55.64461108067529
124.69292378580957,55.10968237596204,124.79496679140442,55.23208669770976
124.56157617853557,54.987441105079014,124.66879495838742,55.048907880420515
98.97480854963192,54.85328595746829,99.09926361445036,54.92988938984813
100.55254292452275,54.5091452251135,100.66566996610248,54.59592947366825
102.17475974953373,54.08763641652281,102.20985940857184,54.154376644220335
123.93486728303503,53.955068059266026,123.97289652428509,53.98770192230286
102.04316792452295,53.88829561354798,102.121040961593,53.93960619850007
127.23882222151082,53.70929169434818,127.32787699732978,53.77627615341497
103.04302156665676,53.09889129933539,103.18803323215252,53.17671560352575
122.78413476632784,52.910024112517405,122.86254496610252,52.98787282455622
123.18393940889786,52.87611297902289,123.22856058979426,52.91084640943721
103.52070698702278,52.705263427496575,103.69848246584911,52.832379578575726
123.8524941199966,52.6766989553321,123.89506447207873,52.73233078413644
116.99575585301886,52.49896454393955,117.05180273579538,52.543488019834186
125.33711323749287,52.41009743081365,125.45238871576476,52.48484547610856
104.1205605194354,52.198989011325764,104.4095663858497,52.38889812752841
124.68374417805512,52.299062197772926,124.72826747376615,52.35606121616779
104.00942774353598,52.16566388190613,104.15395117162313,52.25801443466493
113.25239647938531,51.976820988413365,113.6190879257619,52.16575358110585
122.03975004194211,52.01227021888975,122.10649027860234,52.06577801325197
123.56167389779955,51.99854950246042,123.62846290165152,52.03086599428413
127.64761139854932,51.97682099835448,127.70546482884583,52.032452901950805
107.49614646217242,51.75304168996031,108.14223241074052,51.93247732528987
113.74116608544756,51.776259463397835,113.79682222613553,51.819440192383624
114.25215244371691,51.59771942968983,114.3744589327053,51.68806809650427
113.07495505576571,51.57689423307566,113.1079549782803,51.61714524365969
113.00796288918752,51.54156710769634,113.07475198761927,51.599225371533706
128.11831454770328,51.32140106496031,128.19438087975243,51.3992497270729
106.42007225069756,51.254750752274745,106.55102152414344,51.34370776153533
108.83086325528677,51.23253388142275,108.8976034329765,51.29646657852088
120.71772847166051,51.231508486835466,120.85277932673057,51.299225370565935
128.4386758640972,50.87420868214791,128.57206644548614,50.93264822298694
123.03950584044412,50.609731143085455,123.10639261531264,50.65432789253096
123.18393954328633,50.54371553044503,123.22680266556756,50.610504668149346
106.0895058684896,50.38646454152284,106.17582607119351,50.44387868928068
124.08384184991883,50.38819796490431,124.17289651449369,50.434650176852486
106.40913485183074,50.32154754950791,106.50912693938398,50.42012380925151
116.50737698269808,50.35467747061831,116.56293552572942,50.38828787216487
127.42778716168107,50.21363740807057,127.60746683410514,50.33274586090779
129.41558009792635,49.797621768085364,129.52748628176408,49.85506033310254
129.38301168607887,49.74388641652284,129.44975195439127,49.810651149642425
129.68291408356788,49.732778019088144,129.72387293963953,49.7994695007264
117.30708398391931,49.620619866408376,117.36283793482107,49.69954263876305
117.47383199020834,49.57616180800666,117.55180265592992,49.6440007143098
117.44058006743518,49.5540182606572,117.5072714550667,49.58845866256776
117.68486717840648,49.410634534587174,117.7744590099507,49.511676543842626
127.3054727240717,49.3887838774604,127.36122652211697,49.421368884931425
120.67329495082248,49.248280947772955,120.78456645010488,49.2991520880437
119.68623434965792,49.16588351154191,119.8544393450191,49.273590536749836
125.20586334238743,49.142592472959606,125.27270111508363,49.17739920028991
104.11274800944778,49.02174289299582,104.17900004218427,49.10086099743309
124.85039457014972,48.44410626214953,124.9282674766464,48.489362090914895
129.47051186082047,48.25392059621031,129.56083588568498,48.333112086158835
122.68403714842037,63.83458478365516,122.78422464920641,63.91934249610726
124.53745508444456,56.61908181936782,124.77270118845871,56.7488835721408
101.41142964383135,56.08258279292424,101.67167582547745,56.20847819915052
103.79790432812644,52.42181618238216,104.04286722755018,52.64009446642838
129.54961334768535,48.421571973403886,129.6040487477381,48.4774968506088
129.5934120663124,48.474867861835364,129.62904887100012,48.49978689401219
117.96255269037442,50.0327047758979,118.27724219843549,50.221661883790475
92.33979882283444,58.270278027074724,92.41772074715436,58.31546072318717
93.10517964327289,56.91002411274293,93.14496684053489,56.965655969002555
93.45073632409395,56.28802704237468,93.55131444416457,56.32119801478051
93.43960347139779,56.198866885272864,93.56191011033553,56.274127686349246
95.63423239924748,56.17523413536118,95.81693947128144,56.254498781408515
92.47309970652299,56.176698916522966,92.54125570967341,56.23399086643856
93.31733784639778,56.11927704475285,93.38412686709125,56.18296558457082
94.53935934530239,56.0544577074095,94.62943949735234,56.1209294727219
94.85039456764332,55.86114720302872,94.91723242824855,55.921222405655286
94.2950722444092,55.789003677144095,94.35063088743209,55.83113453598857
92.92949616880162,54.06781224866832,92.97309181844037,54.105206672564364
94.3171913656106,51.66571270228083,94.5839316283957,51.765826934665014
41.69194732758393,46.68727022070097,41.748287123220564,46.7438052968658
41.50386132667791,46.455141299335295,41.58178311862753,46.51839028655958
44.18110751472,46.28746557288257,44.32690039933766,46.37710623146974
43.31475010134568,45.89049286192527,43.38139247510287,45.930328887361284
41.48169333321533,45.824086651127814,41.52626565499412,45.86453292739985
85.04097068445049,45.71117157483555,85.11879484699074,45.754913747645745
42.86846100922742,45.69789032277281,42.91483975942606,45.73299001886356
85.10757231407302,45.67005829152281,85.26332621447915,45.73538254987902
84.8058633776563,45.575136559435535,84.92992775141954,45.67478681612066
84.9632363889458,45.55482391778311,85.0887656692197,45.665997778684144
63.277982377996125,45.61041473923076,63.333736315417354,45.64382986435241
84.85141987764786,45.46595673286622,84.88637306177947,45.53269702267487
82.7079629597439,45.488149111835284,82.77480066802661,45.523273219234866
83.58564839823259,45.378066104022835,83.6747031308712,45.438190213919015
41.670560650445054,45.35460423817797,41.748287015397125,45.39988453561104
45.32837300893243,45.32152321155779,45.41444920604232,45.39937178973169
42.80220120028605,45.32152313527287,42.89262308032539,45.3896305392996
77.95337302584636,45.235170634632524,77.99779885974351,45.27566574675306
83.24136138204364,45.15248016652289,83.38588480985254,45.27713062443975
82.52261129911437,45.15611786183534,82.59316015283025,45.243805435207875
41.8549356094241,44.975649188510985,42.092818399100906,45.162921659142924
43.40361718172119,45.08770965871044,43.47025977687616,45.122101341609735
45.64761141081948,45.06593232523851,45.72548431978646,45.10965015745988
78.33100972139783,44.985341494694396,78.40883390036231,45.05491377622327
44.025540971890905,44.72149874846143,44.23686132438553,44.899444956937586
65.44429099570834,44.832875707674575,65.53334574115433,44.89431809341916
44.93667378652805,44.69847632776775,45.03666592649154,44.80025073945568
81.77349030254612,44.70897438111295,81.82055277167859,44.75564621374589
81.82974023935805,44.6882223554105,81.8972127990802,44.732697044517195
41.80171285182405,44.5947897439995,42.037349545765096,44.72398123154001
45.61440826730711,44.65331024464781,45.68105081940905,44.69529470743326
44.70337302489855,44.49828094777284,44.790328148744095,44.588361112473095
84.78237699512096,44.386830866247394,84.95219332485686,44.48941080006192
41.48686909639787,44.377089678753876,41.54223237952925,44.454938249626466
43.83686921052532,44.38817355513147,43.914693357277145,44.45493826238551
82.00810935781408,44.35487274465832,82.10829682967307,44.45613455185254
83.46352935694034,44.363905982228275,83.49711522054116,44.43272141980593
83.54121491113216,44.36598115695686,83.64428324612237,44.42378590295458
84.81880275492887,44.30235813515027,84.88554288240783,44.35496266990991
41.97808003951383,44.17711395710522,42.11503508320453,44.32163743496456
43.703568418270095,44.25487274801755,43.803609245507175,44.30032400259249
42.77959370787005,43.9993795805854,43.18315035294739,44.27717943298855
43.3480019088978,44.08824676808537,43.537642599948356,44.22163748058519
67.69477931856773,44.1104635741611,67.80004492914645,44.17720380674059
78.96255279073688,44.12237763466372,79.02699799111917,44.166095479889705
41.936478486088504,44.01043926919583,42.0150351351362,44.14297527182022
67.92163472140652,44.08824679002534,67.977291018845,44.121661870887536
44.42558983515261,44.02110809621037,44.4924277400994,44.0554509550099
68.12163482244017,44.00384739794974,68.17729095143136,44.050494807277076
78.14224019156762,43.97716278573243,78.24340422381141,44.03401527720477
81.24165425601086,43.87713837557983,81.3972616452553,44.012433379977395
42.62519925397106,43.865981185062125,42.777388699039875,43.99531903295748
43.61445700435536,43.943666690296865,43.65907815790246,43.98831228401413
